# zHD       = redshift in CMB frame with VPEC correction
# zHEL      = helio redshift (beware: no VPEC corr) 
# MU        = distance modulus corrected for bias and contamination
# MUERR     = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# PROB1A_BEAMS = SNIa BEAMS probability from BBC (diagnostic)
# ISDATA_REAL: 1   # flag for cosmology fitter to choose blind option
#
VARNAMES: CID IDSURVEY zHD zHEL MU MUERR MUERR_VPEC MUERR_SYS PROBIA_BEAMS
SN: 2009ad      65 0.02844 0.02840 35.46983   0.09700  0.06460  0.04158  1.00000
SN: 2008ar      65 0.02849 0.02617 35.45147   0.09940  0.06450  0.05597  1.00000
SN: AT2017ns   150 0.02849 0.02877 35.47203   0.17560  0.06450  0.08614  1.00000
SN: 2004gs       5 0.02857 0.02740 35.54768   0.16700  0.06430  0.07021  1.00000
SN: SN2017ckx  150 0.02858 0.02716 35.56905   0.13700  0.06430  0.02914  1.00000
SN: 2007is      65 0.02866 0.02953 35.58174   0.12410  0.06410  0.10099  1.00000
SN: 2006qo      64 0.02898 0.02837 35.52838   0.17710  0.06340  0.10589  1.00000
SN: ASASSN-15la 150 0.02902 0.02782 35.17845   0.13570  0.06330  0.03426  1.00000
SN: PS16cvc    150 0.02915 0.02954 35.81677   0.10460  0.06300  0.02688  1.00000
SN: 2003ch      63 0.02919 0.02833 35.74741   0.11390  0.06290  0.05158  1.00000
SN: ASASSN-16ay 150 0.02938 0.02834 35.70388   0.17070  0.06250  0.12753  1.00000
SN: PSNJ0859349 150 0.02938 0.02812 35.55198   0.13470  0.06250  0.11210  1.00000
SN: ASASSN-16fs 150 0.02944 0.02920 35.44070   0.11010  0.06240  0.03886  1.00000
SN: ASASSN-16aj 150 0.02953 0.03075 35.53344   0.11190  0.06220  0.05190  1.00000
SN: ASASSN-16br 150 0.02956 0.02852 35.56537   0.11690  0.06220  0.04340  1.00000
SN: AT2017zd   150 0.02969 0.02947 35.38500   0.11630  0.06190  0.10099  1.00000
SN: ATLAS17ajn 150 0.02978 0.02871 35.71706   0.12510  0.06170  0.04278  1.00000
SN: Gaia16bba  150 0.02990 0.03046 35.52993   0.11140  0.06150  0.03228  1.00000
SN: 2004ef      64 0.03012 0.03101 35.54730   0.13690  0.06100  0.04694  1.00000
SN: ASASSN-15nq 150 0.03023 0.03036 35.69492   0.09210  0.06080  0.03955  1.00000
SN: AT2017lm   150 0.03031 0.03064 35.62306   0.13360  0.06060  0.03073  1.00000
SN: ASASSN-16fo 150 0.03036 0.02890 35.61376   0.09070  0.06050  0.06008  1.00000
SN: AT2016cyt  150 0.03059 0.03074 35.51070   0.09970  0.06010  0.04612  1.00000
SN: 2006is      64 0.03071 0.03140 35.72373   0.11210  0.05990  0.08307  1.00000
SN: ASASSN-16hr 150 0.03083 0.03086 35.60979   0.17330  0.05960  0.06044  1.00000
SN: PS15cwx    150 0.03086 0.03007 35.56461   0.10150  0.05960  0.06277  1.00000
SN: AT2017wb   150 0.03117 0.03065 35.58907   0.18130  0.05900  0.05909  1.00000
SN: 2007bd      64 0.03120 0.03044 35.70509   0.10080  0.05890  0.03839  1.00000
SN: 2002hd      63 0.03134 0.03049 36.00315   0.17910  0.05870  0.09941  1.00000
SN: ASASSN-15hg 150 0.03143 0.02992 35.81350   0.13020  0.05850  0.04017  1.00000
SN: ATLAS17axb 150 0.03143 0.03165 35.73926   0.10370  0.05850  0.07252  1.00000
SN: CSS160428  150 0.03148 0.03029 35.77221   0.11080  0.05840  0.08683  1.00000
SN: 2007R       64 0.03174 0.03081 35.84381   0.10680  0.05790  0.03157  1.00000
SN: ASASSN-16oz 150 0.03192 0.03100 35.54453   0.11580  0.05760  0.02596  1.00000
SN: 2006az      64 0.03201 0.03103 35.60595   0.09620  0.05750  0.03433  1.00000
SN: 2007ob      65 0.03243 0.03389 35.74894   0.18450  0.05670  0.10394  1.00000
SN: AT2017po   150 0.03255 0.03182 35.72144   0.11050  0.05650  0.03526  1.00000
SN: 2007ux      65 0.03264 0.03070 35.67592   0.15680  0.05640  0.06625  1.00000
SN: ASASSN-15pr 150 0.03264 0.03309 36.05743   0.13010  0.05640  0.03601  1.00000
SN: 2004gc       5 0.03267 0.03192 35.53403   0.14970  0.05630  0.04441  1.00000
SN: 2008gl      65 0.03272 0.03354 35.80144   0.09600  0.05620  0.03379  1.00000
SN: SN2016hpx  150 0.03282 0.03338 35.73067   0.11900  0.05610  0.03869  1.00000
SN: SN2017cii  150 0.03289 0.03323 35.95132   0.10580  0.05590  0.05239  1.00000
SN: 2006te      64 0.03290 0.03155 35.86396   0.09890  0.05590  0.03087  1.00000
SN: 2004as      63 0.03296 0.03139 35.89486   0.16890  0.05580  0.06550  1.00000
SN: ASASSN-16bc 150 0.03298 0.03194 35.83813   0.08620  0.05580  0.04143  1.00000
SN: 2008gp       5 0.03333 0.03303 35.79166   0.09110  0.05520  0.02884  1.00000
SN: 2010ag      66 0.03335 0.03340 35.61700   0.16200  0.05520  0.05229  1.00000
SN: 2005iq      64 0.03341 0.03404 36.04919   0.08980  0.05510  0.02990  1.00000
SN: PS15bsq    150 0.03371 0.03430 35.94327   0.08790  0.05460  0.02875  1.00000
SN: 2004L       63 0.03373 0.03229 35.91770   0.18350  0.05460  0.19498  1.00000
SN: 2003cq      63 0.03378 0.03275 35.83146   0.18650  0.05450  0.22887  1.00000
SN: 2006S       64 0.03393 0.03224 36.02516   0.12640  0.05430  0.11632  1.00000
SN: 2006gr      64 0.03428 0.03467 36.06484   0.14530  0.05370  0.04217  1.00000
SN: ASASSN-16dw 150 0.03437 0.03466 35.88308   0.13470  0.05360  0.06157  1.00000
SN: ATLAS17ajs 150 0.03451 0.03265 35.99496   0.20900  0.05340  0.13704  1.00000
SN: 2003kc      63 0.03479 0.03316 35.90221   0.14760  0.05290  0.14848  1.00000
SN: 2003iv      63 0.03491 0.03426 36.01126   0.13440  0.05280  0.04758  1.00000
SN: ASASSN-15jl 150 0.03512 0.03468 36.01851   0.10080  0.05250  0.02819  1.00000
SN: 2005eu      64 0.03516 0.03449 35.99892   0.12630  0.05240  0.03683  1.00000
SN: ASASSN-15tg 150 0.03529 0.03561 35.95730   0.09500  0.05220  0.04435  1.00000
SN: 2007hu      65 0.03551 0.03518 36.00256   0.22890  0.05190  0.12606  1.00000
SN: PTSS-16efw 150 0.03568 0.03557 36.38234   0.09090  0.05160  0.05059  1.00000
SN: ASASSN-15ss 150 0.03599 0.03556 36.14277   0.09070  0.05120  0.02843  1.00000
SN: PS15bbn    150 0.03624 0.03710 36.32659   0.11210  0.05090  0.03197  1.00000
SN: ASASSN-15lu 150 0.03635 0.03505 36.14299   0.11320  0.05070  0.03873  1.00000
SN: 2008hj      65 0.03682 0.03761 36.11617   0.08950  0.05010  0.04583  1.00000
SN: 2006mo      64 0.03702 0.03718 36.05893   0.13370  0.04980  0.07017  1.00000
SN: 2002hu      63 0.03705 0.03670 36.05504   0.09330  0.04980  0.03668  1.00000
SN: 2001eh      63 0.03725 0.03713 36.01068   0.11250  0.04950  0.02478  1.00000
SN: ASASSN-16db 150 0.03730 0.03486 36.00728   0.12110  0.04940  0.03072  1.00000
SN: AT2016hns  150 0.03740 0.03817 36.13761   0.10170  0.04930  0.04597  1.00000
SN: ASASSN-15bc 150 0.03753 0.03672 36.16609   0.12960  0.04910  0.14400  1.00000
SN: 2007jg       5 0.03756 0.03707 36.30183   0.12240  0.04910  0.10480  1.00000
SN: AT2016cvw  150 0.03787 0.03888 36.25411   0.10000  0.04870  0.04285  1.00000
SN: 2008gb      65 0.03796 0.03700 36.20641   0.11630  0.04860  0.07895  1.00000
SN: 2007O       64 0.03818 0.03694 36.04309   0.09320  0.04830  0.04257  1.00000
SN: 2008fr      65 0.03828 0.03900 36.24514   0.09940  0.04820  0.07932  1.00000
SN: 2009bv      65 0.03848 0.03667 36.31572   0.09420  0.04790  0.05262  1.00000
SN: 2008051     65 0.03873 0.03777 36.12057   0.10440  0.04760  0.04519  1.00000
SN: ASASSN-15np 150 0.03884 0.03768 36.17443   0.12620  0.04750  0.05103  1.00000
SN: 2010dw      66 0.03902 0.03812 36.15798   0.14990  0.04730  0.05954  1.00000
SN: ASASSN-15pn 150 0.03909 0.03836 36.37011   0.11670  0.04720  0.04960  1.00000
SN: PS15cze    150 0.04035 0.03937 36.43433   0.15030  0.04580  0.05712  1.00000
SN: 2003fa      63 0.04056 0.04039 36.16885   0.10170  0.04550  0.05113  1.00000
SN: SN2016glz  150 0.04077 0.04099 36.15319   0.11670  0.04530  0.08920  1.00000
SN: PS16axi    150 0.04089 0.03930 36.24039   0.09520  0.04520  0.03298  1.00000
SN: SN2017coa  150 0.04095 0.04000 36.48436   0.13910  0.04510  0.09753  1.00000
SN: 2009do      65 0.04099 0.03964 36.20463   0.09630  0.04510  0.03428  1.00000
SN: 2001az      63 0.04101 0.04069 36.41367   0.09270  0.04500  0.02391  1.00000
SN: 2006cf      64 0.04268 0.04146 36.40134   0.10650  0.04330  0.03767  1.00000
SN: 2007kk      65 0.04285 0.04177 36.24371   0.10920  0.04310  0.11297  1.00000
SN: AT2016htm  150 0.04289 0.04332 36.45301   0.07930  0.04310  0.05123  1.00000
SN: ASASSN-16ct 150 0.04306 0.04191 36.27389   0.15400  0.04290  0.11608  1.00000
SN: 2007nq      65 0.04349 0.04389 36.36083   0.08830  0.04250  0.08095  1.00000
SN: SN2016ayg  150 0.04349 0.04269 36.57204   0.09200  0.04250  0.03004  1.00000
SN: MASTERJ0134 150 0.04369 0.04485 36.40534   0.10030  0.04230  0.03003  1.00000
SN: AT2016cvv  150 0.04438 0.04457 36.55894   0.13430  0.04170  0.03766  1.00000
SN: 2005ku       5 0.04439 0.04525 36.42577   0.16210  0.04170  0.07819  1.00000
SN: PSNJ1204051 150 0.04545 0.04385 36.57682   0.11730  0.04070  0.11732  1.00000
SN: 2005hc      64 0.04575 0.04592 36.69777   0.08720  0.04050  0.03027  1.00000
SN: SN2016esh  150 0.04583 0.04457 36.44319   0.10130  0.04040  0.05936  1.00000
SN: PS17tn     150 0.04590 0.04470 36.48276   0.11710  0.04030  0.02917  1.00000
SN: 2008050     65 0.04625 0.04526 36.31584   0.17170  0.04000  0.09181  1.00000
SN: AT2016ews  150 0.04631 0.04555 36.71175   0.07590  0.04000  0.03518  1.00000
SN: 2005lz      64 0.04643 0.04624 36.44687   0.12310  0.03990  0.03624  1.00000
SN: 2004gu       5 0.04664 0.04558 36.54971   0.13150  0.03970  0.04410  1.00000
SN: 2008cf      65 0.04682 0.04603 36.57974   0.09450  0.03960  0.03305  1.00000
SN: AT2017yk   150 0.04691 0.04644 36.75031   0.16480  0.03950  0.07539  1.00000
SN: 2016afk    150 0.04738 0.04561 36.64349   0.15120  0.03910  0.08668  1.00000
SN: PS16fa     150 0.04760 0.04611 36.71459   0.09420  0.03890  0.06660  1.00000
SN: PS15aii    150 0.04777 0.04655 36.71031   0.07700  0.03880  0.04603  1.00000
SN: PS17akj    150 0.04777 0.04681 36.59991   0.11150  0.03880  0.02794  1.00000
SN: ATLAS16agv 150 0.04819 0.04779 36.59722   0.09350  0.03850  0.07698  1.00000
SN: ASASSN-15pm 150 0.04837 0.04879 36.70692   0.07650  0.03830  0.02649  1.00000
SN: AT2016gmg  150 0.04865 0.04944 36.85198   0.10380  0.03810  0.03764  1.00000
SN: PS16el     150 0.04940 0.04781 36.70592   0.09150  0.03750  0.03686  1.00000
SN: 2006cq      64 0.04944 0.04844 36.83597   0.11590  0.03750  0.02619  1.00000
SN: PS15asb    150 0.04989 0.04863 36.69189   0.09560  0.03720  0.05432  1.00000
SN: PS16dnp    150 0.05023 0.05127 36.97734   0.09030  0.03690  0.03023  1.00000
SN: 2007kh      65 0.05032 0.05000 36.64724   0.19810  0.03690  0.22030  1.00000
SN: ASASSN-17eb 150 0.05044 0.04924 36.61242   0.12050  0.03680  0.03806  1.00000
SN: PS15brr    150 0.05049 0.05180 36.62315   0.09470  0.03670  0.03193  1.00000
SN: AT2016cor  150 0.05066 0.04954 36.87577   0.19490  0.03660  0.12674  1.00000
SN: PS16fbb    150 0.05106 0.05250 36.86014   0.09650  0.03630  0.03566  1.00000
SN: 2003ic      63 0.05126 0.05311 36.49961   0.13330  0.03620  0.05632  1.00000
SN: ASASSN-16hc 150 0.05151 0.05093 36.79875   0.07480  0.03600  0.03684  1.00000
SN: AT2016htn  150 0.05222 0.05312 36.98666   0.12720  0.03560  0.03012  1.00000
SN: PS16evk    150 0.05262 0.05447 37.02932   0.10200  0.03530  0.04882  1.00000
SN: PS16n      150 0.05309 0.05273 36.98166   0.07950  0.03500  0.04465  1.00000
SN: 2010dt      66 0.05316 0.05286 36.98605   0.10320  0.03490  0.02612  1.00000
SN: 2006lu       5 0.05346 0.05340 36.98406   0.07830  0.03480  0.04324  1.00000
SN: PS16bby    150 0.05468 0.05342 36.90225   0.09390  0.03400  0.03904  1.00000
SN: PS16ayd    150 0.05469 0.05399 37.04340   0.06800  0.03400  0.02739  1.00000
SN: SN2017cpu  150 0.05502 0.05440 36.83115   0.08380  0.03380  0.02940  1.00000
SN: AT2017oz   150 0.05614 0.05569 36.99623   0.10090  0.03310  0.07836  1.00000
SN: 2006py       5 0.05653 0.05787 36.96139   0.11890  0.03290  0.11217  1.00000
SN: PS16aer    150 0.05693 0.05547 37.13672   0.10030  0.03270  0.08491  1.00000
SN: 2005hj      64 0.05708 0.05739 37.07054   0.11210  0.03260  0.09208  1.00000
SN: 2006ob      64 0.05824 0.05860 37.05644   0.08490  0.03200  0.06079  1.00000
SN: SN2016gmb  150 0.05830 0.05827 37.05872   0.09790  0.03190  0.03598  1.00000
SN: 2001ah      63 0.05886 0.05776 37.15499   0.12910  0.03160  0.07300  1.00000
SN: SN2017cjv  150 0.06092 0.05953 37.20488   0.10510  0.03060  0.03542  1.00000
SN: 2008bz      65 0.06099 0.06015 37.36659   0.07160  0.03060  0.02784  1.00000
SN: SN2016hhv  150 0.06121 0.06194 37.37005   0.14590  0.03050  0.02667  1.00000
SN: 2006oa      64 0.06153 0.06257 37.22290   0.10980  0.03030  0.03664  1.00000
SN: SN2016aqb  150 0.06384 0.06289 37.19750   0.06460  0.02920  0.06155  1.00000
SN: PS16bnz    150 0.06446 0.06270 37.20911   0.09380  0.02900  0.06695  1.00000
SN: 2007ae      64 0.06533 0.06499 37.14360   0.10210  0.02860  0.02596  1.00000
SN: PS15cms    150 0.06627 0.06479 37.36253   0.10980  0.02820  0.02849  1.00000
SN: SN2016ixf  150 0.06711 0.06602 37.52847   0.10180  0.02790  0.02470  1.00000
SN: AT2016aj   150 0.06725 0.06741 37.41339   0.11130  0.02780  0.03941  1.00000
SN: PS15bjg    150 0.06786 0.06889 37.54095   0.09410  0.02760  0.03775  1.00000
SN: CSS160129  150 0.06844 0.06766 37.39806   0.09520  0.02730  0.05743  1.00000
SN: 2006al      64 0.06886 0.06780 37.60919   0.08020  0.02720  0.04282  1.00000
SN: PTSS17-niq 150 0.06897 0.06828 37.40023   0.08470  0.02710  0.03409  1.00000
SN: 2008Y       65 0.07056 0.06965 37.36244   0.10870  0.02650  0.07177  1.00000
SN: PS17yt     150 0.07073 0.06976 37.53894   0.06470  0.02650  0.05121  1.00000
SN: PS16em     150 0.07083 0.06982 37.60601   0.16860  0.02640  0.06245  1.00000
SN: 2006on      64 0.07089 0.07191 37.37352   0.17610  0.02640  0.08202  1.00000
SN: ATLAS16bwu 150 0.07091 0.07180 37.34903   0.14880  0.02640  0.07926  1.00000
SN: PS15bdr    150 0.07116 0.07096 37.55578   0.08810  0.02630  0.05292  1.00000
SN: PS15bwh    150 0.07158 0.07267 37.45519   0.08850  0.02620  0.06349  1.00000
SN: PS15mt     150 0.07193 0.07085 37.72225   0.10890  0.02600  0.03200  1.00000
SN: PS15atx    150 0.07252 0.07188 37.86168   0.13000  0.02580  0.03215  1.00000
SN: 1371046     10 0.07334 0.07411 37.60807   0.17920  0.03070  0.39882  1.00000
SN: 1318737     10 0.07374 0.07451 37.36177   0.18580  0.03050  0.06818  1.00000
SN: Gaia16aki  150 0.07393 0.07363 37.69622   0.08990  0.02540  0.02531  1.00000
SN: PS17bii    150 0.07446 0.07339 37.47561   0.09200  0.02520  0.03364  1.00000
SN: 2005ir      64 0.07520 0.07603 37.78693   0.07450  0.02500  0.07505  1.00000
SN: AT2016gsu  150 0.07575 0.07642 37.66958   0.09620  0.02480  0.05602  1.00000
SN: PS15bif    150 0.07845 0.07937 37.67794   0.11070  0.02400  0.08964  1.00000
SN: Gaia16acv  150 0.07859 0.07772 37.95956   0.08230  0.02390  0.03204  1.00000
SN: PS15bzz    150 0.07931 0.08024 37.67811   0.09220  0.02370  0.03383  1.00000
SN: SN2016glp  150 0.08410 0.08493 38.06760   0.13720  0.02240  0.16070  1.00000
SN: 2006bu      64 0.08478 0.08400 37.92895   0.11980  0.02220  0.06316  1.00000
SN: SN2016grz  150 0.08704 0.08748 38.06308   0.16190  0.02170  0.10979  1.00000
SN: 1864053     10 0.09333 0.09422 38.14556   0.09940  0.02430  0.06934  1.00000
SN: 1344303     10 0.09394 0.09475 38.19696   0.23950  0.02420  0.13223  0.99969
SN: 1317612     10 0.10442 0.10525 38.35683   0.12560  0.02180  0.02734  0.99996
SN: 1259241     10 0.10543 0.10582 38.31943   0.14440  0.02160  0.16607  1.00000
SN: 1330031     10 0.10563 0.10643 38.54264   0.08210  0.02160  0.02319  1.00000
SN: 1336975     10 0.11048 0.11088 38.25468   0.10230  0.02070  0.05119  1.00000
SN: 1289982     10 0.11621 0.11665 41.38301  206.31780  0.01970  0.13976  0.00000
SN: 1879649     10 0.11979 0.12020 39.18096  194.64560  0.01920  0.09992  0.00000
SN: 1833339     10 0.13051 0.13092 38.87889   0.10620  0.01770  0.06575  0.99990
SN: 1334084     10 0.13349 0.13431 38.98171   0.19610  0.01730  0.12044  1.00000
SN: 1815065     10 0.13537 0.13617 38.89598   0.15890  0.01710  0.03665  1.00000
SN: 1317666     10 0.14136 0.14227 39.34775   0.14210  0.01640  0.04132  1.00000
SN: 1296657     10 0.14624 0.14715 39.29023   0.13060  0.01590  0.02607  1.00000
SN: 1283923     10 0.14631 0.14715 39.46035   0.15760  0.01590  0.04154  0.99999
SN: 1316385     10 0.14740 0.14784 39.00672   0.13750  0.01580  0.10774  1.00000
SN: 1530193     10 0.14802 0.14893 39.16841   0.16020  0.01570  0.04599  1.00000
SN: 1293758     10 0.14812 0.14896 39.29882   0.08440  0.01570  0.03152  1.00000
SN: 1871023     10 0.14840 0.14883 39.93288  192.43170  0.01570  0.02169  0.00000
SN: 1277173     10 0.14940 0.15035 39.34373   0.09790  0.01560  0.02063  0.98907
SN: 1247420     10 0.15026 0.15123 39.18191   0.10130  0.01550  0.04609  0.99945
SN: 1306366     10 0.15062 0.15145 39.60073   0.24430  0.01540  0.21806  0.99998
SN: 1317164     10 0.15459 0.15555 39.23567   0.17430  0.01510  0.07208  1.00000
SN: 1299775     10 0.16008 0.16051 39.12071   0.18430  0.01460  0.06356  1.00000
SN: 1578103     10 0.16008 0.16092 39.39296   0.16430  0.01460  0.05297  1.00000
SN: 1250034     10 0.16085 0.16167 39.40043   0.10530  0.01450  0.08462  1.00000
SN: 1479069     10 0.17267 0.17353 39.59667   0.09940  0.01360  0.02590  1.00000
SN: 1303279     10 0.17273 0.17315 39.29306   0.08260  0.01360  0.01653  0.99338
SN: 1770639     10 0.17623 0.17718 40.67369  121.92640  0.01330  0.03935  0.00000
SN: 1294436     10 0.17800 0.17885 41.63537  256.20300  0.01320  0.12141  0.00000
SN: 1303496     10 0.17978 0.18021 39.69446   0.14950  0.01310  0.02458  1.00000
SN: 1339392     10 0.18148 0.18191 39.38710   0.09590  0.01300  0.02502  1.00000
SN: 1250017     10 0.18216 0.18299 39.81530   0.09600  0.01290  0.01475  1.00000
SN: 1257695     10 0.18383 0.18472 39.78048   0.09530  0.01280  0.02487  1.00000
SN: 1296321     10 0.18444 0.18531 40.03362   0.19410  0.01280  0.06858  1.00000
SN: 1336453     10 0.18492 0.18579 39.85380   0.10780  0.01270  0.02487  1.00000
SN: 1273127     10 0.18937 0.19024 39.97330   0.12460  0.01250  0.02981  0.99999
SN: 1295844     10 0.19209 0.19294 40.96771  132.59010  0.01230  0.04452  0.00000
SN: 1261193     10 0.19246 0.19293 39.86546   0.21710  0.01230  0.08313  1.00000
SN: 1879208     10 0.19471 0.19515 39.99672   0.08700  0.01220  0.04654  1.00000
SN: 1253920     10 0.19555 0.19599 39.74864   0.10670  0.01210  0.04394  1.00000
SN: 1298893     10 0.19616 0.19712 39.92790   0.13590  0.01210  0.06102  1.00000
SN: 1334620     10 0.19624 0.19720 39.94861   0.18490  0.01210  0.31384  1.00000
SN: 1922067     10 0.19771 0.19870 39.82890   0.10940  0.01200  0.03039  1.00000
SN: 1324938     10 0.19847 0.19933 40.74201  192.80230  0.01190  0.03573  0.00000
SN: 1281119     10 0.19902 0.19947 40.11619   0.19700  0.01190  0.06818  0.99827
SN: 1335323     10 0.19991 0.20081 39.82392   0.19360  0.01190  0.06679  0.99913
SN: 1782065     10 0.20173 0.20216 39.82988   0.10120  0.01180  0.02746  1.00000
SN: 1550021     10 0.20587 0.20676 39.94322   0.17710  0.01150  0.24341  1.00000
SN: 1327978     10 0.20699 0.20786 39.99299   0.15670  0.01150  0.03025  1.00000
SN: 1283373     10 0.20753 0.20797 40.16818   0.10030  0.01150  0.02213  1.00000
SN: 1315197     10 0.20823 0.20910 39.99434   0.10400  0.01140  0.04003  1.00000
SN: 1324509     10 0.21062 0.21105 39.95602   0.15250  0.01130  0.14293  1.00000
SN: 1791048     10 0.21094 0.21139 39.90133   0.12280  0.01130  0.02464  0.99936
SN: 1257366     10 0.21136 0.21182 40.13584   0.16400  0.01130  0.03892  1.00000
SN: 1309013     10 0.21260 0.21358 40.01692   0.19660  0.01120  0.39012  1.00000
SN: 1887027     10 0.21303 0.21348 40.10499   0.17640  0.01120  0.04622  0.99989
SN: 1292805     10 0.21415 0.21514 41.12692   0.89520  0.01110  0.12137  0.07220
SN: 1297501     10 0.21492 0.21541 39.79939   0.22850  0.01110  0.13194  1.00000
SN: 1249851     10 0.21511 0.21552 40.09896   0.09460  0.01110  0.03756  1.00000
SN: 1371126     10 0.21601 0.21648 40.25572   0.08890  0.01100  0.04459  0.99999
SN: 1304442     10 0.21711 0.21760 40.18207   0.17050  0.01100  0.01588  0.99993
SN: 1282114     10 0.21781 0.21881 40.26232   0.14520  0.01100  0.11451  0.99999
SN: 1313230     10 0.21792 0.21883 40.09856   0.09560  0.01100  0.02461  1.00000
SN: 1295062     10 0.21839 0.21938 40.05123   0.26720  0.01090  0.13610  0.99679
SN: 1290816     10 0.21847 0.21892 40.31675   0.16640  0.01090  0.04281  1.00000
SN: 1919017     10 0.21849 0.21939 40.17131   0.21130  0.01090  0.07966  1.00000
SN: 1304678     10 0.21883 0.21927 40.10356   0.11060  0.01090  0.03129  1.00000
SN: 1342255     10 0.21885 0.21976 40.06356   0.11180  0.01090  0.02542  1.00000
SN: 1250912     10 0.21898 0.21995 40.34771   0.17880  0.01090  0.19984  1.00000
SN: 1682020     10 0.21924 0.22015 39.95573   0.10130  0.01090  0.03894  1.00000
SN: 1302187     10 0.21942 0.21992 39.96014   0.19790  0.01090  0.08987  1.00000
SN: 1259352     10 0.21986 0.22034 40.04110   0.13580  0.01090  0.02038  1.00000
SN: 1867019     10 0.22101 0.22191 40.45498   0.17370  0.01080  0.22357  1.00000
SN: 1331123     10 0.22157 0.22248 40.28881   0.11080  0.01080  0.03058  1.00000
SN: 1929063     10 0.22211 0.22300 40.15870   0.20040  0.01080  0.08714  1.00000
SN: 1259246     10 0.22284 0.22330 40.09276   0.17820  0.01070  0.04352  1.00000
SN: 1249137     10 0.22305 0.22397 40.20316   0.21290  0.01070  0.07514  1.00000
SN: 1641279     10 0.22398 0.22490 40.17738   0.10730  0.01070  0.02517  1.00000
SN: 1878148     10 0.22453 0.22540 40.24418   0.12030  0.01070  0.03364  1.00000
SN: 1292560     10 0.22482 0.22582 40.26777   0.09850  0.01060  0.01670  1.00000
SN: 1248039     10 0.22566 0.22666 40.27718   0.19070  0.01060  0.18008  0.99996
SN: 1315192     10 0.22714 0.22800 40.14119   0.16180  0.01050  0.04378  1.00000
SN: 1249308     10 0.22806 0.22896 40.50123   0.18920  0.01050  0.05466  0.99434
SN: 1315259     10 0.22806 0.22896 40.23671   0.15270  0.01050  0.03051  1.00000
SN: 1879426     10 0.22941 0.22990 40.24144   0.10260  0.01040  0.04307  1.00000
SN: 1288083     10 0.23048 0.23147 40.25625   0.11140  0.01040  0.04017  1.00000
SN: 1291149     10 0.23057 0.23156 42.30845  238.61200  0.01040  0.04569  0.00000
SN: 1262746     10 0.23079 0.23176 40.29796   0.12260  0.01040  0.02336  1.00000
SN: 1302648     10 0.23171 0.23259 40.15341   0.17070  0.01040  0.06419  1.00000
SN: 1275946     10 0.23212 0.23300 40.32782   0.11570  0.01030  0.02376  1.00000
SN: 1262201     10 0.23279 0.23323 40.78688  201.50040  0.01030  0.20587  0.00000
